건물용도코드,건물종류,건물일련번호,가점척도,lon,lat
14999,기타창고시설,69539,1,127.1077063,37.66983476
14999,기타창고시설,69642,1,127.1062209,37.68259503
14999,기타창고시설,61916,1,127.1084556,37.68191817
14999,기타창고시설,82530,1,127.1083849,37.68079392
14999,기타창고시설,71477,1,127.1827546,37.6154457
14999,기타창고시설,76156,1,127.180618,37.61660181
14999,기타창고시설,69122,1,127.1835725,37.61881521
14999,기타창고시설,71832,1,127.1837842,37.61875346
14999,기타창고시설,71833,1,127.1842397,37.61864699
14999,기타창고시설,81964,1,127.1834454,37.62090924
14999,기타창고시설,68066,1,127.1921668,37.62746159
14999,기타창고시설,68067,1,127.1919647,37.62724299
14999,기타창고시설,73260,1,127.1957971,37.62925008
14999,기타창고시설,10883,1,127.1972194,37.63267152
14999,기타창고시설,80289,1,127.2256242,37.63876689
14999,기타창고시설,82812,1,127.2286863,37.63923714
14999,기타창고시설,69463,1,127.2486086,37.65236672
14999,기타창고시설,70084,1,127.2989421,37.65115782
14999,기타창고시설,67183,1,127.3501569,37.65557614
14999,기타창고시설,70307,1,127.3501648,37.65623161
14999,기타창고시설,75982,1,127.3547795,37.66182561
14999,기타창고시설,76924,1,127.355971,37.66095046
14999,기타창고시설,70703,1,127.3603804,37.66328087
14999,기타창고시설,60923,1,127.3647588,37.66232872
14999,기타창고시설,70308,1,127.3670174,37.66159654
14999,기타창고시설,70438,1,127.3751957,37.66468544
14999,기타창고시설,73810,1,127.1565426,37.67862524
14999,기타창고시설,73233,1,127.1583616,37.68256564
14999,기타창고시설,10275,1,127.1609657,37.6857843
14999,기타창고시설,63148,1,127.1609297,37.68885358
14999,기타창고시설,70239,1,127.1598058,37.6986165
14999,기타창고시설,78576,1,127.1626025,37.69855627
14999,기타창고시설,62265,1,127.1869394,37.71789301
14999,기타창고시설,62266,1,127.18729,37.71851043
14999,기타창고시설,70329,1,127.1914756,37.73253682
14999,기타창고시설,62856,1,127.2082582,37.7483904
14999,기타창고시설,10394,1,127.2122904,37.75086823
14999,기타창고시설,62289,1,127.2176858,37.75395221
14999,기타창고시설,51819,1,127.1754669,37.61300646
14999,기타창고시설,51816,1,127.1757183,37.61339949
14999,기타창고시설,75477,1,127.1796434,37.61385701
14999,기타창고시설,68929,1,127.1807455,37.61406903
14999,기타창고시설,76771,1,127.1809099,37.61361372
14999,기타창고시설,79338,1,127.1832187,37.61360859
14999,기타창고시설,78988,1,127.1812,37.61250739
14999,기타창고시설,69671,1,127.1823124,37.61187814
14999,기타창고시설,68356,1,127.1840238,37.60983307
14999,기타창고시설,67558,1,127.18494,37.60816128
14999,기타창고시설,67555,1,127.18564,37.60806987
14999,기타창고시설,71185,1,127.1861302,37.60795723
14999,기타창고시설,69992,1,127.1851139,37.60903651
14999,기타창고시설,69986,1,127.1876616,37.60630376
14999,기타창고시설,69756,1,127.1868203,37.60494794
14999,기타창고시설,69292,1,127.1869655,37.60520549
14999,기타창고시설,69291,1,127.1873402,37.60495643
14999,기타창고시설,69042,1,127.1910644,37.60659774
14999,기타창고시설,75813,1,127.1925062,37.60618945
14999,기타창고시설,60344,1,127.1903695,37.60364898
14999,기타창고시설,59619,1,127.1895262,37.60329562
14999,기타창고시설,75077,1,127.2336977,37.56040585
14999,기타창고시설,70355,1,127.2394556,37.55006765
14999,기타창고시설,70356,1,127.2394152,37.55010499
14999,기타창고시설,71474,1,127.2682638,37.53341498
14999,기타창고시설,69662,1,127.129483,37.64266694
14999,기타창고시설,19317,1,127.130854,37.64957151
14999,기타창고시설,69451,1,127.1311929,37.65122295
14999,기타창고시설,69450,1,127.1309815,37.65139798
14999,기타창고시설,69452,1,127.1315092,37.65142885
14999,기타창고시설,69453,1,127.1312935,37.65155529
14999,기타창고시설,74330,1,127.1307319,37.65333226
14999,기타창고시설,61977,1,127.1307444,37.65388573
14999,기타창고시설,62010,1,127.1311307,37.65343042
14999,기타창고시설,62011,1,127.1311092,37.65337278
14999,기타창고시설,61975,1,127.1306925,37.65559373
14999,기타창고시설,79495,1,127.1306502,37.66163409
14999,기타창고시설,61964,1,127.1312396,37.66104221
14999,기타창고시설,19339,1,127.1323236,37.66276881
14999,기타창고시설,71200,1,127.132331,37.66261753
14999,기타창고시설,62033,1,127.133915,37.66636572
14999,기타창고시설,62032,1,127.133814,37.66633535
14999,기타창고시설,62034,1,127.1346407,37.66653131
14999,기타창고시설,61801,1,127.1349574,37.67969474
14999,기타창고시설,61795,1,127.1343884,37.67961915
14999,기타창고시설,73875,1,127.1341133,37.68041635
14999,기타창고시설,62464,1,127.1347724,37.68078904
14999,기타창고시설,63395,1,127.1354843,37.68105216
14999,기타창고시설,63396,1,127.1354389,37.68092421
14999,기타창고시설,69496,1,127.1356713,37.68133698
14999,기타창고시설,63393,1,127.1357305,37.68274419
14999,기타창고시설,17121,1,127.1357197,37.68346719
14999,기타창고시설,75341,1,127.1350694,37.68358318
14999,기타창고시설,63422,1,127.1358247,37.68418535
14999,기타창고시설,63423,1,127.1358139,37.68424284
14999,기타창고시설,63424,1,127.1358302,37.68412969
14999,기타창고시설,61789,1,127.1347473,37.68357351
14999,기타창고시설,69893,1,127.1324918,37.68653351
14999,기타창고시설,61785,1,127.131875,37.69127314
14999,기타창고시설,61784,1,127.1318466,37.69109691
14999,기타창고시설,61786,1,127.1316836,37.6914417
14999,기타창고시설,76159,1,127.1298658,37.6929202
14999,기타창고시설,61783,1,127.1308734,37.69314658
14999,기타창고시설,61761,1,127.1283504,37.69603944
14999,기타창고시설,61757,1,127.1273838,37.6965228
14999,기타창고시설,82927,1,127.1285745,37.6964777
14999,기타창고시설,78938,1,127.1292638,37.69610852
14999,기타창고시설,61776,1,127.129653,37.6960106
14999,기타창고시설,61778,1,127.1298853,37.69556222
14999,기타창고시설,61777,1,127.1297815,37.69579216
14999,기타창고시설,61780,1,127.1298212,37.69621118
14999,기타창고시설,61781,1,127.1297269,37.69565906
14999,기타창고시설,61779,1,127.1300132,37.69539937
14999,기타창고시설,61744,1,127.1252549,37.69770661
14999,기타창고시설,69072,1,127.1737626,37.59306322
14999,기타창고시설,78469,1,127.1613424,37.58652255
14999,기타창고시설,69648,1,127.1615961,37.58686376
14999,기타창고시설,82837,1,127.3018205,37.68716283
14999,기타창고시설,70989,1,127.1613671,37.59988555
14999,기타창고시설,68995,1,127.2058213,37.73440043
14999,기타창고시설,80866,1,127.2803669,37.60235194
14999,기타창고시설,59536,1,127.2842297,37.60252984
14999,기타창고시설,67561,1,127.2884024,37.60052518
14999,기타창고시설,54883,1,127.2895896,37.5988597
14999,기타창고시설,77821,1,127.2895512,37.59735931
14999,기타창고시설,68756,1,127.2898793,37.59720418
14999,기타창고시설,67774,1,127.291725,37.58995981
14999,기타창고시설,59969,1,127.2932686,37.58797058
14999,기타창고시설,59785,1,127.2927542,37.58653352
14999,기타창고시설,78201,1,127.3056687,37.58196252
14999,기타창고시설,76192,1,127.3078359,37.58379079
14999,기타창고시설,78332,1,127.3116733,37.58923573
14999,기타창고시설,62728,1,127.3097579,37.58784103
14999,기타창고시설,62727,1,127.3096147,37.58788089
14999,기타창고시설,78989,1,127.3089932,37.58470356
14999,기타창고시설,78990,1,127.3090145,37.58474084
14999,기타창고시설,78991,1,127.3090386,37.58478035
14999,기타창고시설,78992,1,127.3090675,37.58481826
14999,기타창고시설,80373,1,127.310562,37.58431897
14999,기타창고시설,80114,1,127.3109176,37.58410747
14999,기타창고시설,71514,1,127.3207478,37.57359224
14999,기타창고시설,78691,1,127.3221654,37.56926925
14999,기타창고시설,61452,1,127.1721381,37.63441509
14999,기타창고시설,60521,1,127.1736749,37.63312121
14999,기타창고시설,69561,1,127.1730976,37.63349605
14999,기타창고시설,67790,1,127.1772565,37.63433747
14999,기타창고시설,75861,1,127.1770664,37.63521427
14999,기타창고시설,67736,1,127.1850036,37.6329369
14999,기타창고시설,61268,1,127.1857288,37.63265675
14999,기타창고시설,66911,1,127.1851889,37.63304442
14999,기타창고시설,69781,1,127.1828016,37.63318554
14999,기타창고시설,71333,1,127.2331832,37.57808152
14999,기타창고시설,74747,1,127.2332621,37.57760742
14999,기타창고시설,62303,1,127.2339901,37.57685086
14999,기타창고시설,80581,1,127.2343988,37.57784564
14999,기타창고시설,72439,1,127.2391699,37.58138086
14999,기타창고시설,73190,1,127.2399426,37.58127577
14999,기타창고시설,70348,1,127.243328,37.57911777
14999,기타창고시설,71776,1,127.2433118,37.57954543
14999,기타창고시설,73837,1,127.2439337,37.57994695
14999,기타창고시설,77750,1,127.2490294,37.58078497
14999,기타창고시설,62111,1,127.2488959,37.58066517
14999,기타창고시설,62113,1,127.2487954,37.58087852
14999,기타창고시설,62112,1,127.2487211,37.58085082
14999,기타창고시설,65301,1,127.2430597,37.60286371
14999,기타창고시설,31965,1,127.2449984,37.60296154
14999,기타창고시설,70352,1,127.2431757,37.60863475
14999,기타창고시설,68486,1,127.2443743,37.60885493
14999,기타창고시설,66199,1,127.1632107,37.70121887
14999,기타창고시설,7787,1,127.1646732,37.70394661
14999,기타창고시설,2459,1,127.1609328,37.70419628
14999,기타창고시설,77206,1,127.1598111,37.70451574
14999,기타창고시설,69753,1,127.1573691,37.7087098
14999,기타창고시설,61387,1,127.1567885,37.70971575
14999,기타창고시설,68799,1,127.2955133,37.64375382
14999,기타창고시설,81202,1,127.2930198,37.64111782
14999,기타창고시설,70283,1,127.2753976,37.64050115
14999,기타창고시설,70282,1,127.2752398,37.64066557
14999,기타창고시설,70280,1,127.2752388,37.64079459
14999,기타창고시설,70279,1,127.2755877,37.6408886
14999,기타창고시설,70281,1,127.2756501,37.64071266
14999,기타창고시설,70284,1,127.2757132,37.64053204
14999,기타창고시설,60559,1,127.2444656,37.65880952
14999,기타창고시설,74478,1,127.2442992,37.65857583
14999,기타창고시설,70357,1,127.2458746,37.65916803
14999,기타창고시설,74171,1,127.2846612,37.53049331
14999,기타창고시설,71680,1,127.2922625,37.53749625
14999,기타창고시설,77358,1,127.2922781,37.53858088
14999,기타창고시설,74340,1,127.2903794,37.52512719
14999,기타창고시설,69534,1,127.2956155,37.52752554
14999,기타창고시설,45890,1,127.2974219,37.52043802
14999,기타창고시설,45892,1,127.2965611,37.5207694
14999,기타창고시설,74100,1,127.2981364,37.52010048
14999,기타창고시설,69895,1,127.298308,37.51439638
14999,기타창고시설,70855,1,127.3177203,37.71637065
14999,기타창고시설,77612,1,127.2058915,37.58962793
14999,기타창고시설,71732,1,127.2119693,37.58537893
14999,기타창고시설,62306,1,127.2274045,37.57210906
14999,기타창고시설,72206,1,127.1698817,37.67656204
14999,기타창고시설,77571,1,127.1767237,37.68007496
14999,기타창고시설,69990,1,127.1780759,37.68027083
14999,기타창고시설,61156,1,127.1795169,37.6788826
14999,기타창고시설,60814,1,127.1810185,37.67725064
14999,기타창고시설,60736,1,127.1818608,37.67737383
14999,기타창고시설,60737,1,127.1819788,37.67729322
14999,기타창고시설,71158,1,127.1814137,37.67596236
14999,기타창고시설,76066,1,127.1829005,37.67391644
14999,기타창고시설,70040,1,127.1798315,37.68061149
14999,기타창고시설,70041,1,127.1797636,37.68059721
14999,기타창고시설,70418,1,127.1803169,37.68067288
14999,기타창고시설,61287,1,127.1811548,37.68050176
14999,기타창고시설,61288,1,127.1813387,37.68050986
14999,기타창고시설,61289,1,127.1816528,37.68054437
14999,기타창고시설,61214,1,127.1811552,37.68006869
14999,기타창고시설,61215,1,127.1814305,37.68005018
14999,기타창고시설,71028,1,127.1810218,37.68207882
14999,기타창고시설,61509,1,127.1911979,37.67756734
14999,기타창고시설,61510,1,127.1909751,37.67763553
14999,기타창고시설,61439,1,127.1919829,37.6768952
14999,기타창고시설,65277,1,127.1919164,37.67670303
14999,기타창고시설,77462,1,127.1927554,37.67606945
14999,기타창고시설,69151,1,127.3062243,37.65172126
14999,기타창고시설,70094,1,127.3056124,37.65401624
14999,기타창고시설,75139,1,127.3141041,37.65202608
14999,기타창고시설,67700,1,127.2676111,37.65367284
14999,기타창고시설,67699,1,127.2671798,37.65385274
14999,기타창고시설,62247,1,127.2720407,37.65248798
14999,기타창고시설,68464,1,127.2745475,37.66242695
14999,기타창고시설,62160,1,127.2938244,37.6555841
14999,기타창고시설,83253,1,127.2895489,37.65783709
14999,기타창고시설,78773,1,127.290056,37.66981684
14999,기타창고시설,81049,1,127.2946705,37.66713908
14999,기타창고시설,74722,1,127.1759568,37.72117581
14999,기타창고시설,70934,1,127.1753624,37.7218465
14999,기타창고시설,68777,1,127.174526,37.72622811
14999,기타창고시설,72015,1,127.1064586,37.64853607
14999,기타창고시설,62019,1,127.106289,37.65056183
14999,기타창고시설,62020,1,127.1061745,37.65039159
14999,기타창고시설,62021,1,127.1058674,37.65035015
14999,기타창고시설,70750,1,127.1038046,37.65693808
14999,기타창고시설,70752,1,127.1041778,37.65740636
14999,기타창고시설,69826,1,127.0963722,37.66176759
14999,기타창고시설,21646,1,127.3010927,37.66321505
14999,기타창고시설,21651,1,127.3007944,37.66307707
14999,기타창고시설,62126,1,127.3039359,37.67467366
14999,기타창고시설,62127,1,127.3039988,37.67457368
14999,기타창고시설,62128,1,127.3040704,37.67449449
14999,기타창고시설,70077,1,127.3088647,37.68558563
14999,기타창고시설,70133,1,127.3226121,37.68838033
14999,기타창고시설,65540,1,127.3240162,37.68940042
14999,기타창고시설,70137,1,127.3251759,37.69091134
14999,기타창고시설,70152,1,127.3226713,37.71742192
14999,기타창고시설,75552,1,127.3008477,37.72825353
14999,기타창고시설,77412,1,127.2721093,37.74892538
14999,기타창고시설,60858,1,127.2812483,37.76333232
14999,기타창고시설,60859,1,127.2810992,37.76327678
14999,기타창고시설,61612,1,127.2040433,37.64167571
14999,기타창고시설,10153,1,127.203797,37.64160875
14999,기타창고시설,61384,1,127.2039829,37.64193033
14999,기타창고시설,62230,1,127.2036291,37.6407026
14999,기타창고시설,62231,1,127.2036174,37.64081655
14999,기타창고시설,78379,1,127.2034362,37.64172142
14999,기타창고시설,61211,1,127.2008137,37.64024187
14999,기타창고시설,61212,1,127.2009146,37.64054656
14999,기타창고시설,69837,1,127.1994147,37.63996458
14999,기타창고시설,72763,1,127.1931798,37.64428035
14999,기타창고시설,61443,1,127.1922855,37.64506536
14999,기타창고시설,70006,1,127.1924428,37.64523684
14999,기타창고시설,61544,1,127.1917175,37.64556728
14999,기타창고시설,80728,1,127.1921127,37.64558991
14999,기타창고시설,77066,1,127.1962427,37.64934123
14999,기타창고시설,60697,1,127.1917611,37.64767285
14999,기타창고시설,60696,1,127.1918172,37.647725
14999,기타창고시설,60397,1,127.1920823,37.64780587
14999,기타창고시설,72784,1,127.1927085,37.64878405
14999,기타창고시설,60512,1,127.1926219,37.64952691
14999,기타창고시설,70365,1,127.1931185,37.64943977
14999,기타창고시설,60473,1,127.1936621,37.65062895
14999,기타창고시설,60474,1,127.1935928,37.65066475
14999,기타창고시설,60756,1,127.1938387,37.65076122
14999,기타창고시설,60757,1,127.1938758,37.65080059
14999,기타창고시설,62191,1,127.194922,37.65060087
14999,기타창고시설,62192,1,127.1950718,37.65061943
14999,기타창고시설,62189,1,127.1954191,37.65079096
14999,기타창고시설,62190,1,127.1954641,37.65082557
14999,기타창고시설,60813,1,127.1896812,37.64977561
14999,기타창고시설,76139,1,127.1876661,37.65041267
14999,기타창고시설,71392,1,127.185828,37.65230707
14999,기타창고시설,72953,1,127.1846392,37.65238599
14999,기타창고시설,68861,1,127.1839775,37.65192338
14999,기타창고시설,70014,1,127.1858292,37.65267
14999,기타창고시설,60720,1,127.1860281,37.65324149
14999,기타창고시설,60722,1,127.1860626,37.6533012
14999,기타창고시설,61472,1,127.1865202,37.6535975
14999,기타창고시설,61473,1,127.1864559,37.65346823
14999,기타창고시설,71623,1,127.1831286,37.65286542
14999,기타창고시설,60803,1,127.1855464,37.65425141
14999,기타창고시설,71159,1,127.186678,37.65350263
14999,기타창고시설,61590,1,127.1879182,37.65345452
14999,기타창고시설,61588,1,127.1880625,37.65352365
14999,기타창고시설,61589,1,127.1879967,37.65349404
14999,기타창고시설,69543,1,127.1879797,37.65384031
14999,기타창고시설,60478,1,127.1835362,37.65392334
14999,기타창고시설,71534,1,127.1821231,37.65323511
14999,기타창고시설,61504,1,127.1841049,37.65460821
14999,기타창고시설,80250,1,127.1727824,37.65994025
14999,기타창고시설,61145,1,127.1687127,37.66217041
14999,기타창고시설,70242,1,127.1672175,37.66593048
14999,기타창고시설,79188,1,127.1672824,37.66618624
14999,기타창고시설,68104,1,127.1662025,37.66604165
14999,기타창고시설,71092,1,127.1627002,37.66621147
14999,기타창고시설,82611,1,127.162165,37.66647966
14999,기타창고시설,70944,1,127.1617666,37.66650962
14999,기타창고시설,70757,1,127.1606889,37.66656103
14999,기타창고시설,62213,1,127.1584312,37.66672706
14999,기타창고시설,62214,1,127.1586136,37.66682554
14999,기타창고시설,60829,1,127.1622456,37.66817455
14999,기타창고시설,60773,1,127.1613062,37.66845038
14999,기타창고시설,77977,1,127.1606883,37.6684522
14999,기타창고시설,79848,1,127.1646683,37.66990953
14999,기타창고시설,68919,1,127.1635304,37.66997112
14999,기타창고시설,76390,1,127.1620296,37.67014673
14999,기타창고시설,69951,1,127.1680342,37.6725393
14999,기타창고시설,61293,1,127.1713766,37.67226739
14999,기타창고시설,76117,1,127.1678147,37.67339392
14999,기타창고시설,59592,1,127.1675269,37.67439893
14999,기타창고시설,72990,1,127.1677972,37.67427759
14999,기타창고시설,73950,1,127.1680307,37.67469402
14999,기타창고시설,60540,1,127.1656775,37.67427526
14999,기타창고시설,68911,1,127.1656196,37.67477849
14999,기타창고시설,61136,1,127.1669445,37.67531634
14999,기타창고시설,79438,1,127.1682492,37.67497042
14999,기타창고시설,60776,1,127.1676168,37.67673406
14999,기타창고시설,71334,1,127.1683198,37.67846887
14999,기타창고시설,69922,1,127.1687525,37.67887913
14999,기타창고시설,78544,1,127.1692406,37.67939818
14999,기타창고시설,70442,1,127.1724196,37.67930131
14999,기타창고시설,71484,1,127.1743445,37.67797375
14999,기타창고시설,76244,1,127.1688793,37.6827711
14999,기타창고시설,75067,1,127.1704195,37.68485855
14999,기타창고시설,71164,1,127.1708929,37.68490572
14999,기타창고시설,78011,1,127.172078,37.68364675
14999,기타창고시설,69036,1,127.1683235,37.68664093
14999,기타창고시설,70544,1,127.2272011,37.57637711
14999,기타창고시설,65496,1,127.2283793,37.57703452
14999,기타창고시설,78075,1,127.2317515,37.58180448
14999,기타창고시설,54640,1,127.2273029,37.59050796
14999,기타창고시설,61715,1,127.2263335,37.59002653
14999,기타창고시설,61922,1,127.2128823,37.60270494
14999,기타창고시설,69973,1,127.2129661,37.61447404
14999,기타창고시설,73676,1,127.2096152,37.61591281
14999,기타창고시설,66348,1,127.2131325,37.62093478
14999,기타창고시설,65258,1,127.2122228,37.621592
14999,기타창고시설,65351,1,127.2100541,37.62190079
14999,기타창고시설,69568,1,127.2035349,37.62376195
14999,기타창고시설,81780,1,127.2016461,37.62453693
14999,기타창고시설,60131,1,127.3210766,37.66534234
14999,기타창고시설,60132,1,127.3211118,37.66526466
14999,기타창고시설,70138,1,127.3265017,37.67582358
14999,기타창고시설,68637,1,127.331721,37.68383552
14999,기타창고시설,68634,1,127.3320455,37.68407298
14999,기타창고시설,71143,1,127.3321359,37.68416439
14999,기타창고시설,81234,1,127.3313312,37.68567828
14999,기타창고시설,69952,1,127.2178519,37.5898751
14999,기타창고시설,80247,1,127.2211487,37.59602642
14999,기타창고시설,76196,1,127.2180772,37.5964565
14999,기타창고시설,76194,1,127.2183587,37.59623203
14999,기타창고시설,76195,1,127.2186311,37.59627328
14999,기타창고시설,76351,1,127.2197541,37.59561281
14999,기타창고시설,76197,1,127.2198419,37.59487772
14999,기타창고시설,65039,1,127.231307,37.59748027
14999,기타창고시설,72283,1,127.235995,37.59802238
14999,기타창고시설,59578,1,127.2461739,37.60019289
14999,기타창고시설,9151,1,127.255352,37.60584022
14999,기타창고시설,76457,1,127.2656647,37.61205586
14999,기타창고시설,76459,1,127.2663509,37.61234814
14999,기타창고시설,70100,1,127.2960357,37.6326927
14999,기타창고시설,70101,1,127.2958137,37.63296944
14999,기타창고시설,70852,1,127.3001335,37.63436317
14999,기타창고시설,70104,1,127.2999801,37.63384871
14999,기타창고시설,70103,1,127.300151,37.6338652
14999,기타창고시설,70102,1,127.2999581,37.63397995
14999,기타창고시설,62253,1,127.3037855,37.64042009
14999,기타창고시설,62254,1,127.3038744,37.64037259
14999,기타창고시설,72558,1,127.3043503,37.64314505
14999,기타창고시설,75788,1,127.3067153,37.64236147
14999,기타창고시설,81382,1,127.306614,37.64193761
14999,기타창고시설,69630,1,127.3070493,37.64215532
14999,기타창고시설,70437,1,127.3072936,37.64288217
14999,기타창고시설,68498,1,127.1221522,37.66389109
14999,기타창고시설,74533,1,127.121208,37.66605326
14999,기타창고시설,61913,1,127.1233448,37.66631846
14999,기타창고시설,82372,1,127.1240279,37.66754431
14999,기타창고시설,61929,1,127.1206857,37.66767801
14999,기타창고시설,61931,1,127.120519,37.66764339
14999,기타창고시설,61930,1,127.1206157,37.66757872
14999,기타창고시설,61927,1,127.1233427,37.66934761
14999,기타창고시설,17419,1,127.1198451,37.6680425
14999,기타창고시설,72123,1,127.1187423,37.66941567
14999,기타창고시설,61918,1,127.1173437,37.67147109
14999,기타창고시설,61935,1,127.116331,37.67389818
14999,기타창고시설,65573,1,127.1160703,37.67388342
14999,기타창고시설,65572,1,127.1159665,37.6738496
14999,기타창고시설,69635,1,127.1166516,37.67419816
14999,기타창고시설,17435,1,127.1154581,37.67460741
14999,기타창고시설,61936,1,127.1126215,37.6778231
